 ID,DATA E HORA,TQ SUSPENSÃO,VEL_1_RPM, VEL_5_RPM,COZEDOR, TEMP AMOSTRA C°,ASPECTO
3655,10/9/2023 11:30:00 AM,Tanque 1002,134600,36900,Therlet 4,26,OK
3661,10/9/2023 3:33:00 PM,Tanque 1002,148400,40960,Therlet 4,24,OK
3665,10/9/2023 5:34:00 PM,Tanque 1001,142000,41200,Therlet 4,24,OK
3668,10/9/2023 7:38:00 PM,Tanque 1001,152000,42560,Therlet 4,24,OK
3672,10/9/2023 9:32:00 PM,Tanque 1001,152800,43200,Therlet 4,24,OK
3680,10/10/2023 12:33:00 AM,Tanque 1002,142800,41920,Therlet 4,23,OK
3684,10/10/2023 2:32:00 AM,Tanque 1002,140000,38640,Therlet 4,23,OK
3694,10/10/2023 8:36:00 AM,Tanque 1001,125500,28800,Therlet 4,24,OK
3710,10/10/2023 6:30:00 PM,Tanque 1003,143000,40960,Therlet 4,25,OK
3724,10/11/2023 1:33:00 AM,Tanque 1003,134400,40640,Therlet 4,24,OK
3733,10/11/2023 5:34:00 AM,Tanque 1002,130000,40480,Therlet 4,22,OK
3735,10/11/2023 7:31:00 AM,Tanque 1002,121500,24400,Therlet 4,24,OK
3739,10/11/2023 9:30:00 AM,Tanque 1001,119000,35500,Therlet 4,25,OK
3747,10/11/2023 1:25:00 PM,Tanque 1001,137600,38400,Therlet 4,22,OK
3751,10/11/2023 3:41:00 PM,Tanque 1003,153000,43520,Therlet 4,28,OK
3755,10/11/2023 5:43:00 PM,Tanque 1003,153000,43360,Therlet 4,24,OK
3757,10/11/2023 9:30:00 PM,Tanque 1001,144400,42160,Therlet 4,23,OK
3758,10/11/2023 9:33:00 PM,Tanque 1001,148000,41680,Therlet 4,24,OK
3760,10/11/2023 10:30:00 PM,Tanque 1001,148400,41680,Therlet 4,24,OK
3763,10/12/2023 1:30:00 AM,Tanque 1002,146000,38800,Therlet 4,24,OK
3765,10/12/2023 3:54:00 AM,Tanque 1001,134800,40480,Therlet 4,23,OK
3761,10/12/2023 11:30:00 PM,Tanque 1002,148000,42400,Therlet 4,24,OK
3768,10/15/2023 10:30:00 AM,Tanque 1001,117400,37800,Therlet 4,23,OK
3769,10/15/2023 11:30:00 AM,Tanque 1001,133800,40120,Therlet 4,23,OK
3770,10/15/2023 12:30:00 PM,Tanque 1002,131200,34100,Therlet 4,25,OK
3771,10/15/2023 3:47:00 PM,Tanque 1002,147200,42880,Therlet 4,27,OK
3772,10/15/2023 6:48:00 PM,Tanque 1003,127600,37840,Therlet 4,26,OK
3773,10/15/2023 8:02:00 PM,Tanque 1001,130800,38080,Therlet 4,23,OK
3774,10/15/2023 10:28:00 PM,Tanque 1001,127600,39360,Therlet 4,24,OK
3775,10/15/2023 11:31:00 PM,Tanque 1002,127200,37120,Therlet 4,23,OK
3782,10/16/2023 1:29:00 AM,Tanque 1003,134000,39360,Therlet 4,22,OK
3784,10/16/2023 2:30:00 AM,Tanque 1002,118800,37200,Therlet 4,28,OK
3786,10/16/2023 4:29:00 AM,Tanque 1003,121600,38080,Therlet 4,28,OK
3790,10/16/2023 5:36:00 AM,Tanque 1003,123600,37360,Therlet 4,29,OK
3794,10/16/2023 7:30:00 AM,Tanque 1003,131100,28500,Therlet 4,23,OK
3798,10/16/2023 9:30:00 AM,Tanque 1002,132200,35500,Therlet 4,24,OK
3802,10/16/2023 11:30:00 AM,Tanque 1001,126600,28400,Therlet 4,24,OK
3806,10/16/2023 1:30:00 PM,Tanque 1003,145000,37800,Therlet 4,26,OK
3808,10/16/2023 2:37:00 PM,Tanque 1002,132000,38640,Therlet 4,24,OK
3811,10/16/2023 4:48:00 PM,Tanque 1001,131600,39440,Therlet 4,24,OK
3815,10/16/2023 6:39:00 PM,Tanque 1003,125200,37840,Therlet 4,25,OK
3816,10/16/2023 7:30:00 PM,Tanque 1002,124800,39920,Therlet 4,24,OK
3823,10/17/2023 12:34:00 AM,Tanque 1002,122000,37280,Therlet 4,25,OK
3826,10/17/2023 2:29:00 AM,Tanque 1001,111200,37280,Therlet 4,27,OK
3829,10/17/2023 3:30:00 AM,Tanque 1001,120400,37200,Therlet 4,23,OK
3833,10/17/2023 5:30:00 AM,Tanque 1003,111600,37760,Therlet 4,23,OK
3838,10/17/2023 7:30:00 AM,Tanque 1002,127700,28800,Therlet 4,24,OK
3842,10/17/2023 9:30:00 AM,Tanque 1002,132700,28150,Therlet 4,25,OK
3853,10/17/2023 2:41:00 PM,Tanque 1002,131600,39120,Therlet 4,23,OK
3857,10/17/2023 4:29:00 PM,Tanque 1003,124400,35920,Therlet 4,30,OK
3861,10/17/2023 6:35:00 PM,Tanque 1003,134800,38880,Therlet 4,23,OK
3863,10/17/2023 7:23:00 PM,Tanque 1003,132800,39520,Therlet 4,23,OK
3867,10/17/2023 9:34:00 PM,Tanque 1001,132400,37840,Therlet 4,23,OK
3883,10/18/2023 8:30:00 AM,Tanque 1001,134400,35500,Therlet 4,24,OK
3887,10/18/2023 10:30:00 AM,Tanque 1003,133000,35400,Therlet 4,24,OK
3890,10/18/2023 11:30:00 AM,Tanque 1001,141000,35000,Therlet 4,25,OK
3894,10/18/2023 1:30:00 PM,Tanque 1001,118800,33200,Therlet 4,24,OK
3899,10/18/2023 4:44:00 PM,Tanque 1001,123200,36880,Therlet 4,24,OK
3903,10/18/2023 7:19:00 PM,Tanque 1003,127600,39200,Therlet 4,24,OK
3908,10/18/2023 9:36:00 PM,Tanque 1003,137600,38640,Therlet 4,23,OK
3911,10/18/2023 11:30:00 PM,Tanque 1002,126000,40400,Therlet 4,24,OK
3919,10/19/2023 2:30:00 AM,Tanque 1003,135600,40720,Therlet 4,29,OK
3924,10/19/2023 5:30:00 AM,Tanque 1001,126000,40960,Therlet 4,21,OK
3927,10/19/2023 6:30:00 AM,Tanque 1002,126600,37700,Therlet 4,24,OK
3933,10/19/2023 9:35:00 AM,Tanque 1003,138200,39000,Therlet 4,26,OK
3939,10/19/2023 12:30:00 PM,Tanque 1002,133200,37400,Therlet 4,24,OK
3947,10/19/2023 4:35:00 PM,Tanque 1002,128400,38160,Therlet 4,25,OK
3955,10/19/2023 8:25:00 PM,Tanque 1001,139000,39600,Therlet 4,24,OK
3974,10/20/2023 6:30:00 AM,Tanque 1002,126600,35500,Therlet 4,24,OK
3978,10/20/2023 8:30:00 AM,Tanque 1001,126600,34200,Therlet 4,24,OK
3984,10/20/2023 11:30:00 AM,Tanque 1002,133300,39600,Therlet 4,23,OK
3997,10/20/2023 6:41:00 PM,Tanque 1003,134800,40000,Therlet 4,23,OK
4003,10/20/2023 11:30:00 PM,Tanque 1003,146600,42400,Therlet 4,23,OK
4006,10/21/2023 1:28:00 AM,Tanque 1001,144000,39280,Therlet 4,24,OK
4009,10/21/2023 3:30:00 AM,Tanque 1003,142200,42160,Therlet 4,26,OK
4026,10/21/2023 11:30:00 AM,Tanque 1001,141600,39000,Therlet 4,26,OK
4031,10/21/2023 1:30:00 PM,Tanque 1003,122000,37600,Therlet 4,23,OK
4050,10/22/2023 12:32:00 AM,Tanque 1001,132000,37440,Therlet 4,21,OK
4052,10/22/2023 2:30:00 AM,Tanque 1003,118400,36480,Therlet 4,20,OK
4055,10/22/2023 4:30:00 AM,Tanque 1002,123200,37800,Therlet 4,21,OK
4062,10/22/2023 7:33:00 AM,Tanque 1002,122000,36600,Therlet 4,26,OK
4066,10/22/2023 10:35:00 AM,Tanque 1002,136000,34000,Therlet 4,23,OK
4071,10/22/2023 1:30:00 PM,Tanque 1002,137000,37000,Therlet 4,25,OK
4078,10/22/2023 11:40:00 PM,Tanque 1001,142000,40800,Therlet 4,28,OK
4082,10/23/2023 2:30:00 AM,Tanque 1001,131200,38560,Therlet 4,21,OK
4089,10/23/2023 5:33:00 AM,Tanque 1003,141600,43200,Therlet 4,25,OK
4095,10/23/2023 8:35:00 AM,Tanque 1001,134560,37000,Therlet 4,29,OK
4100,10/23/2023 11:30:00 AM,Tanque 1001,134400,36500,Therlet 4,23,OK
4104,10/23/2023 1:23:00 PM,Tanque 1002,140000,35000,Therlet 4,25,OK
4106,10/23/2023 2:44:00 PM,Tanque 1001,142400,41680,Therlet 4,23,OK
4113,10/23/2023 7:32:00 PM,Tanque 1001,120400,37840,Therlet 4,23,OK
4117,10/23/2023 9:28:00 PM,Tanque 1003,120800,38320,Therlet 4,23,OK
4124,10/23/2023 11:34:00 PM,Tanque 1003,129600,39200,Therlet 4,22,OK
4132,10/24/2023 3:30:00 AM,Tanque 1003,125200,38080,Therlet 4,23,OK
4136,10/24/2023 5:32:00 AM,Tanque 1002,138800,41600,Therlet 4,22,OK
4140,10/24/2023 7:48:00 AM,Tanque 1002,139000,41800,Therlet 4,21,OK
4146,10/24/2023 10:30:00 AM,Tanque 1003,135500,41200,Therlet 4,23,OK
4151,10/24/2023 12:29:00 PM,Tanque 1002,143800,41200,Therlet 4,21,OK
4159,10/24/2023 6:26:00 PM,Tanque 1002,128800,39840,Therlet 4,28,OK
4164,10/24/2023 9:31:00 PM,Tanque 1003,124800,38160,Therlet 4,23,OK
4171,10/25/2023 12:33:00 AM,Tanque 1001,128800,40000,Therlet 4,22,OK
4178,10/25/2023 3:30:00 AM,Tanque 1001,138400,37760,Therlet 4,23,OK
4188,10/25/2023 8:30:00 AM,Tanque 1003,152000,33400,Therlet 4,23,OK
4198,10/25/2023 4:34:00 PM,Tanque 1003,130000,40480,Therlet 4,23,OK
4206,10/25/2023 8:34:00 PM,Tanque 1003,132400,41040,Therlet 4,26,OK
4213,10/26/2023 12:43:00 AM,Tanque 1003,124400,39440,Therlet 4,24,OK
4218,10/26/2023 3:30:00 AM,Tanque 1003,120800,39120,Therlet 4,25,OK
4222,10/26/2023 5:30:00 AM,Tanque 1003,137600,40400,Therlet 4,25,OK
4226,10/26/2023 8:30:00 AM,Tanque 1002,133250,35500,Therlet 4,24,OK
4230,10/26/2023 10:26:00 AM,Tanque 1003,133000,34520,Therlet 4,26,OK
4232,10/26/2023 11:30:00 AM,Tanque 1001,130500,39900,Therlet 4,25,OK
4234,10/26/2023 12:30:00 PM,Tanque 1002,136600,36300,Therlet 4,24,OK
4238,10/26/2023 2:58:00 PM,Tanque 1002,123000,39800,Therlet 4,23,OK
4241,10/26/2023 4:37:00 PM,Tanque 1003,123550,39600,Therlet 4,24,OK
4246,10/26/2023 6:34:00 PM,Tanque 1002,148400,41400,Therlet 4,28,OK
4252,10/26/2023 10:31:00 PM,Tanque 1002,139600,41040,Therlet 4,28,OK
4256,10/27/2023 12:30:00 AM,Tanque 1001,116400,37600,Therlet 4,28,OK
4260,10/27/2023 2:36:00 AM,Tanque 1001,146800,42160,Therlet 4,28,OK
4264,10/27/2023 4:31:00 AM,Tanque 1003,143200,41120,Therlet 4,28,OK
4270,10/27/2023 7:29:00 AM,Tanque 1003,128800,36600,Therlet 4,24,OK
4273,10/27/2023 9:35:00 AM,Tanque 1002,139800,34500,Therlet 4,26,OK
4276,10/27/2023 12:31:00 PM,Tanque 1001,141500,41000,Therlet 4,26,OK
4281,10/27/2023 3:33:00 PM,Tanque 1001,125200,38640,Therlet 4,28,OK
4285,10/27/2023 5:32:00 PM,Tanque 1003,123200,36080,Therlet 4,29,OK
4291,10/27/2023 8:47:00 PM,Tanque 1002,126800,38320,Therlet 4,26,OK
4297,10/27/2023 11:30:00 PM,Tanque 1003,145600,41120,Therlet 4,26,OK
4301,10/28/2023 1:30:00 AM,Tanque 1002,136000,41280,Therlet 4,26,OK
4306,10/28/2023 4:30:00 AM,Tanque 1003,128800,38800,Therlet 4,26,OK
4310,10/28/2023 6:29:00 AM,Tanque 1002,136800,37120,Therlet 4,27,OK
4316,10/28/2023 9:30:00 AM,Tanque 1003,134400,40500,Therlet 4,25,OK
4320,10/28/2023 11:30:00 AM,Tanque 1002,129700,39500,Therlet 4,24,OK
4327,10/28/2023 3:34:00 PM,Tanque 1002,134400,40000,Therlet 4,27,OK
4329,10/28/2023 5:40:00 PM,Tanque 1001,127200,37760,Therlet 4,27,OK
4332,10/28/2023 8:36:00 PM,Tanque 1003,133440,37920,Therlet 4,27,OK
4336,10/28/2023 10:30:00 PM,Tanque 1002,135600,40640,Therlet 4,27,OK
4340,10/29/2023 12:30:00 AM,Tanque 1001,131600,39360,Therlet 4,26,OK
4343,10/29/2023 2:30:00 AM,Tanque 1001,148000,42720,Therlet 4,24,OK
4346,10/29/2023 4:30:00 AM,Tanque 1003,152800,40240,Therlet 4,26,OK
4350,10/29/2023 7:28:00 AM,Tanque 1002,141200,39800,Therlet 4,24,OK
4353,10/29/2023 10:36:00 AM,Tanque 1001,121200,33080,Therlet 4,25,OK
4357,10/29/2023 1:35:00 PM,Tanque 1001,123000,38900,Therlet 4,25,OK
4358,10/29/2023 2:35:00 PM,Tanque 1001,151600,43520,Therlet 4,25,OK
4359,10/29/2023 3:34:00 PM,Tanque 1003,128000,39200,Therlet 4,26,OK
4360,10/29/2023 4:58:00 PM,Tanque 1002,126400,38080,Therlet 4,25,OK
4364,10/29/2023 5:51:00 PM,Tanque 1003,124800,37600,Therlet 4,26,OK
4368,10/29/2023 8:32:00 PM,Tanque 1001,119200,36960,Therlet 4,27,OK
4370,10/29/2023 9:39:00 PM,Tanque 1001,129200,38560,Therlet 4,27,OK
4371,10/29/2023 10:30:00 PM,Tanque 1002,128800,40880,Therlet 4,27,OK
4375,10/30/2023 1:30:00 AM,Tanque 1002,112800,37440,Therlet 4,27,OK
4384,10/30/2023 9:30:00 AM,Tanque 1001,141000,35900,Therlet 4,26,OK
4386,10/30/2023 10:30:00 AM,Tanque 1002,121000,36000,Therlet 4,26,OK
4388,10/30/2023 12:33:00 PM,Tanque 1003,121800,37600,Therlet 4,25,OK
4390,10/30/2023 2:37:00 PM,Tanque 1002,130000,38400,Therlet 4,28,OK
4392,10/30/2023 3:00:00 PM,Tanque 1002,130800,38720,Therlet 4,23,OK
4394,10/30/2023 4:34:00 PM,Tanque 1001,121600,38600,Therlet 4,24,OK
4398,10/30/2023 7:30:00 PM,Tanque 1001,136400,39600,Therlet 4,23,OK
4402,10/30/2023 9:58:00 PM,Tanque 1001,134400,39760,Therlet 4,23,OK
4405,10/30/2023 11:30:00 PM,Tanque 1003,134400,39680,Therlet 4,22,OK
4412,10/31/2023 2:30:00 AM,Tanque 1001,129200,39200,Therlet 4,21,OK
4416,10/31/2023 5:30:00 AM,Tanque 1001,105200,34560,Therlet 4,22,OK
4423,10/31/2023 9:30:00 AM,Tanque 1002,136000,36000,Therlet 4,26,OK
4426,10/31/2023 11:30:00 AM,Tanque 1001,135000,37000,Therlet 4,22,OK
4431,10/31/2023 2:39:00 PM,Tanque 1002,134000,40480,Therlet 4,25,OK
4432,11/5/2023 10:29:00 AM,Tanque 1001,132000,37000,Therlet 4,26,OK
4433,11/5/2023 11:30:00 AM,Tanque 1001,124000,36640,Therlet 4,24,OK
4434,11/5/2023 12:31:00 PM,Tanque 1002,134000,37120,Therlet 4,22,OK
4435,11/5/2023 1:30:00 PM,Tanque 1002,141200,41200,Therlet 4,21,OK
4436,11/5/2023 2:35:00 PM,Tanque 1001,136400,39040,Therlet 4,23,OK
4437,11/5/2023 3:34:00 PM,Tanque 1003,108400,32080,Therlet 4,23,OK
4439,11/5/2023 5:30:00 PM,Tanque 1001,120800,37440,Therlet 4,27,OK
4443,11/5/2023 9:30:00 PM,Tanque 1003,145600,41040,Therlet 4,23,OK
4446,11/5/2023 11:30:00 PM,Tanque 1001,136400,40960,Therlet 4,25,OK
4448,11/6/2023 1:30:00 AM,Tanque 1003,121200,34640,Therlet 4,26,OK
4450,11/6/2023 3:30:00 AM,Tanque 1001,152800,40240,Therlet 4,20,OK
4456,11/6/2023 7:31:00 AM,Tanque 1001,141000,36000,Therlet 4,22,OK
4458,11/6/2023 8:30:00 AM,Tanque 1002,135000,35000,Therlet 4,24,OK
4459,11/6/2023 9:37:00 AM,Tanque 1002,134000,37120,Therlet 4,25,OK
4461,11/6/2023 10:30:00 AM,Tanque 1002,135400,33000,Therlet 4,25,OK
4467,11/6/2023 3:04:00 PM,Tanque 1002,132800,38800,Therlet 4,23,OK
4471,11/6/2023 4:41:00 PM,Tanque 1001,132000,38560,Therlet 4,25,OK
4475,11/6/2023 8:01:00 PM,Tanque 1001,140400,37600,Therlet 4,25,OK
4478,11/6/2023 9:29:00 PM,Tanque 1003,134700,36920,Therlet 4,23,OK
4481,11/6/2023 11:30:00 PM,Tanque 1001,112400,42240,Therlet 4,22,OK
4487,11/7/2023 2:30:00 AM,Tanque 1002,152000,40560,Therlet 4,22,OK
4491,11/7/2023 4:54:00 AM,Tanque 1001,133600,41760,Therlet 4,26,OK
4497,11/7/2023 7:34:00 AM,Tanque 1001,141000,39760,Therlet 4,22,OK
4500,11/7/2023 9:35:00 AM,Tanque 1003,139080,35340,Therlet 4,26,OK
4506,11/7/2023 12:30:00 PM,Tanque 1001,138000,39000,Therlet 4,30,OK
4509,11/7/2023 2:32:00 PM,Tanque 1001,136000,37600,Therlet 4,27,OK
,,,,,,,
"Filtros aplicados:
DATA_HORA é igual a ou está depois de 16/06/2023 00:00:00 e está antes de 08/11/2023 00:00:00
COZEDOR é Therlet 4",,,,,,,
